ano_campeonato,data,rodada,estadio,publico,publico_max,time_mandante,time_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante
2004,2004-06-27,11,Estádio Beira-Rio,NA,NA,Internacional,Vasco da Gama,NA,NA,NA,NA,NA,NA
2004,2004-10-28,38,Estádio Beira-Rio,NA,NA,Internacional,Guarani,NA,NA,NA,NA,NA,NA
2004,2004-07-14,15,Estádio São Januário,NA,NA,Vasco da Gama,Coritiba FC,NA,NA,NA,NA,NA,NA
2004,2004-08-05,21,Estádio São Januário,NA,NA,Vasco da Gama,Corinthians,NA,NA,NA,NA,NA,NA
2004,2004-08-12,23,Estádio São Januário,NA,NA,Vasco da Gama,Santos FC,NA,NA,NA,NA,NA,NA
2004,2004-08-19,25,Arena do Grêmio,NA,NA,Grêmio,Juventude,NA,NA,NA,NA,NA,NA
2004,2004-04-21,1,Estádio Olímpico Nilton Santos,NA,NA,Botafogo,Goiás EC,NA,NA,NA,NA,NA,NA
2004,2004-08-29,27,Estádio Governador Magalhães Pinto,NA,NA,Cruzeiro,Santos FC,NA,NA,NA,NA,NA,NA
2004,2004-09-02,28,Estádio Governador Magalhães Pinto,NA,NA,Cruzeiro,Paraná,NA,NA,NA,NA,NA,NA
2004,2004-09-19,31,Estádio Governador Magalhães Pinto,NA,NA,Cruzeiro,Atlético-PR,NA,NA,NA,NA,NA,NA
2004,2004-05-23,7,Estádio Urbano Caldeira,NA,NA,Santos FC,Palmeiras,NA,NA,NA,NA,NA,NA
2004,2004-10-02,34,Estádio Jornalista Mário Filho,NA,NA,Fluminense,Botafogo,NA,NA,NA,NA,NA,NA
2004,2004-10-16,36,Estádio Jornalista Mário Filho,NA,NA,Fluminense,Goiás EC,NA,NA,NA,NA,NA,NA
2004,2004-05-02,4,Neo Química Arena,NA,NA,Corinthians,Palmeiras,NA,NA,NA,NA,NA,NA
2004,2004-07-08,13,Estádio Moisés Lucarelli,NA,NA,Ponte Preta,Santos FC,NA,NA,NA,NA,NA,NA
2004,2004-09-02,28,Estádio Heriberto Hülse,NA,NA,Criciúma EC,São Caetano,NA,NA,NA,NA,NA,NA
2004,2004-05-23,7,Neo Química Arena,NA,NA,Corinthians,Atlético-PR,NA,NA,NA,NA,NA,NA
2004,2004-10-17,36,Estádio Raimundo Sampaio,NA,NA,Atlético-MG,São Paulo,NA,NA,NA,NA,NA,NA
2004,2004-09-26,32,Estádio São Januário,NA,NA,Vasco da Gama,Palmeiras,NA,NA,NA,NA,NA,NA
2020,2020-08-10,1,Arena do Grêmio,0,60540,Grêmio,Fluminense,5,17,25350000,20980000,30.1,27.4
2020,2020-08-16,3,Arena do Grêmio,0,60540,Grêmio,Corinthians,8,13,49650000,32900000,29.6,29.2
2020,2020-11-30,6,Arena do Grêmio,0,60540,Grêmio,Goiás EC,9,18,41800000,6680000,29.1,26.3
2020,2020-09-20,11,Arena do Grêmio,0,60540,Grêmio,Palmeiras,8,5,37400000,35650000,30.1,28.1
2020,2020-10-03,13,Arena do Grêmio,0,60540,Grêmio,Internacional,12,3,44100000,28350000,29.1,29.9
2020,2020-10-08,14,Arena do Grêmio,0,60540,Grêmio,Coritiba FC,12,17,NA,NA,NA,NA
2020,2020-11-03,19,Arena do Grêmio,0,60540,Grêmio,RB Bragantino,7,17,41100000,17950000,29.2,26.8
2020,2021-01-29,23,Arena do Grêmio,0,60540,Grêmio,Flamengo,4,3,48900000,73550000,28.4,29
2020,2020-12-06,24,Arena do Grêmio,0,60540,Grêmio,Vasco da Gama,7,17,43000000,20130000,30.4,27
2020,2020-12-27,27,Arena do Grêmio,0,60540,Grêmio,Atlético-GO,6,11,15350000,5850000,27.8,26.8
2020,2021-01-06,28,Arena do Grêmio,0,60540,Grêmio,EC Bahia,6,17,55900000,6980000,27.2,27.5
2020,2021-02-15,36,Arena do Grêmio,0,60540,Grêmio,São Paulo,6,4,49000000,28300000,29.4,28.4
2020,2021-02-21,37,Arena do Grêmio,0,60540,Grêmio,Athletico-PR,7,9,31250000,27100000,29.5,28.1
2020,2020-08-20,4,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Atlético-MG,16,1,9730000,24800000,25.4,25
2020,2020-09-03,7,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Coritiba FC,16,14,NA,NA,NA,NA
2020,2020-09-20,11,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Santos FC,17,7,9950000,20900000,25.2,27.4
2020,2020-10-08,14,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Palmeiras,19,4,10300000,29000000,26.4,29.3
2020,2020-10-20,17,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Goiás EC,16,20,10150000,10450000,26.7,27.1
2020,2020-11-22,22,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Fortaleza,19,12,9350000,7750000,27.6,29.9
2020,2020-12-05,24,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Flamengo,19,3,12350000,70550000,27.1,29.2
2020,2021-01-20,31,Estádio Olímpico Nilton Santos,0,46931,Botafogo,Atlético-GO,20,13,8200000,8600000,23.7,25.2
2020,2021-02-23,37,Estádio Olímpico Nilton Santos,0,46931,Botafogo,São Paulo,20,3,3980000,39200000,22.1,27.3
2020,2020-08-13,2,Estádio Governador Roberto Santos,0,30000,EC Bahia,Coritiba FC,4,18,11750000,6800000,28,26.7
2020,2020-08-16,3,Estádio Governador Roberto Santos,0,30000,EC Bahia,RB Bragantino,5,11,11130000,10630000,28.8,26.2
2020,2020-08-30,6,Estádio Governador Roberto Santos,0,30000,EC Bahia,Palmeiras,4,6,11350000,30950000,29.6,27.7
2020,2020-10-08,14,Estádio Governador Roberto Santos,0,30000,EC Bahia,Vasco da Gama,16,8,11700000,21100000,29.1,26.8
2020,2020-11-11,18,Arena Fonte Nova,0,55000,EC Bahia,Fortaleza,14,7,8480000,7850000,27.7,30.2
2020,2020-11-08,20,Arena Fonte Nova,0,55000,EC Bahia,Botafogo,13,16,9450000,8000000,29.4,25.6
2020,2020-11-28,23,Arena Fonte Nova,0,55000,EC Bahia,São Paulo,10,1,9600000,28400000,27.5,27.4
2020,2020-12-05,24,Arena Fonte Nova,0,55000,EC Bahia,Ceará SC,13,10,8480000,7350000,26.8,28.3
2020,2021-01-28,30,Arena Fonte Nova,0,55000,EC Bahia,Corinthians,17,9,6900000,31500000,28.3,28.7
2020,2021-01-20,31,Arena Fonte Nova,0,55000,EC Bahia,Athletico-PR,16,10,5180000,20950000,25.9,26.7
2020,2021-02-26,38,Arena Fonte Nova,0,55000,EC Bahia,Santos FC,15,8,8150000,10650000,29.3,22.4
2020,2020-08-23,5,Estádio Jornalista Mário Filho,0,78838,Flamengo,Botafogo,17,12,53100000,10150000,28.7,26.3
2020,2020-10-04,13,Estádio Jornalista Mário Filho,0,78838,Flamengo,Athletico-PR,4,8,59150000,15450000,25.9,26.5
2020,2020-10-08,14,Estádio Jornalista Mário Filho,0,78838,Flamengo,Sport Recife,2,6,47250000,8400000,27.3,29.1
2020,2020-10-16,16,Estádio Jornalista Mário Filho,0,78838,Flamengo,RB Bragantino,2,19,42600000,10750000,26.4,25.5
2020,2020-11-15,21,Estádio Jornalista Mário Filho,0,78838,Flamengo,Atlético-GO,4,14,62300000,8200000,25.4,25.4
2020,2020-11-21,22,Estádio Jornalista Mário Filho,0,78838,Flamengo,Coritiba FC,4,18,60200000,8050000,28.1,27.9
2020,2020-12-13,25,Estádio Jornalista Mário Filho,0,78838,Flamengo,Santos FC,2,8,71150000,9400000,27.9,23.8
2020,2020-12-20,26,Estádio Jornalista Mário Filho,0,78838,Flamengo,EC Bahia,2,16,71150000,7600000,27.9,27.7
2020,2021-01-07,28,Estádio Jornalista Mário Filho,0,78838,Flamengo,Fluminense,2,7,74650000,10050000,27.4,28.5
2020,2021-01-21,31,Estádio Nacional de Brasília Mané Garrincha,0,72000,Flamengo,Palmeiras,4,5,76650000,34600000,28.9,27.5
2020,2021-02-05,34,Estádio Jornalista Mário Filho,0,78838,Flamengo,Vasco da Gama,2,14,73550000,17850000,29,27.5
2020,2020-08-13,2,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Grêmio,14,5,4530000,18080000,27.5,27
2020,2020-08-21,4,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Vasco da Gama,17,3,5930000,17530000,29.2,27.2
2020,2020-08-24,5,Estádio Governador Plácido Castelo,0,60326,Ceará SC,EC Bahia,19,2,5650000,10900000,28.3,29.6
2020,2020-09-03,7,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Fortaleza,13,10,6000000,6850000,29.1,28.7
2020,2020-09-13,10,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Flamengo,14,3,8400000,53650000,29.6,27.2
2020,2020-11-07,20,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Sport Recife,11,10,5950000,7800000,27.5,27.2
2020,2020-12-13,25,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Atlético-GO,9,15,6850000,7750000,28.2,24.7
2020,2021-01-07,28,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Internacional,10,4,7700000,22900000,28.4,27.2
2020,2021-01-18,30,Estádio Governador Plácido Castelo,0,60326,Ceará SC,RB Bragantino,10,13,7350000,19850000,28.4,26.4
2020,2021-01-31,33,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Athletico-PR,8,12,6700000,23400000,28,26.1
2020,2021-02-26,38,Estádio Governador Plácido Castelo,0,60326,Ceará SC,Botafogo,12,20,6450000,3430000,25.6,22
2020,2020-08-17,3,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Botafogo,18,14,7230000,10230000,30,26.1
2020,2020-08-30,6,Estádio Governador Plácido Castelo,0,60326,Fortaleza,RB Bragantino,14,13,7350000,10480000,29.2,23.3
2020,2020-09-09,9,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Sport Recife,15,13,8050000,7400000,30.5,27.3
2020,2020-09-20,11,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Internacional,13,1,7750000,17850000,30.8,27.5
2020,2020-10-04,13,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Atlético-GO,11,14,7250000,8400000,29.6,25.5
2020,2020-10-19,17,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Palmeiras,9,8,6250000,46400000,28.2,26.8
2020,2020-11-01,19,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Fluminense,9,5,7400000,12800000,28.6,27.3
2020,2020-12-03,24,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Corinthians,9,11,7900000,35900000,29.6,29.8
2020,2020-12-20,26,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Ceará SC,13,10,8100000,7350000,29.5,28.3
2020,2020-12-26,27,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Flamengo,14,2,7900000,66250000,29,26.7
2020,2021-01-10,29,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Grêmio,15,6,7000000,42850000,30.6,29.1
2020,2021-01-21,31,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Santos FC,17,8,8050000,11750000,30.5,24.1
2020,2021-02-10,35,Estádio Governador Plácido Castelo,0,60326,Fortaleza,Vasco da Gama,15,16,6750000,12800000,28.7,26.2
2020,2020-08-23,5,Estádio Olímpico Pedro Ludovico Teixeira,0,13500,Goiás EC,Atlético-GO,18,13,9480000,6230000,29,26.2
2020,2020-09-13,10,Estádio Serra Dourada,0,50049,Goiás EC,Internacional,20,1,10050000,18150000,28,28.8
2020,2020-10-17,16,Estádio Serra Dourada,0,50049,Goiás EC,EC Bahia,20,16,7830000,11600000,28.3,29.3
2020,2020-11-22,22,Estádio Serra Dourada,0,12500,Goiás EC,Palmeiras,20,6,7800000,32700000,27,27.4
2020,2020-12-13,25,Estádio Serra Dourada,0,12500,Goiás EC,Grêmio,20,4,5880000,45050000,27.2,27.4
2020,2020-12-26,27,Estádio Serra Dourada,0,12500,Goiás EC,Sport Recife,20,15,6850000,7900000,27.6,27.6
2020,2021-02-04,34,Estádio Serra Dourada,0,12500,Goiás EC,Atlético-MG,18,3,3850000,27900000,24.9,27.5
2020,2021-02-13,36,Estádio Serra Dourada,0,12500,Goiás EC,Botafogo,18,20,6080000,8200000,26.1,21.5
2020,2021-02-22,37,Estádio Serra Dourada,0,12500,Goiás EC,RB Bragantino,18,11,5830000,28400000,26.6,26.1
2020,2020-08-23,5,Estádio Cícero Pompeu de Toledo,0,67000,Palmeiras,Santos FC,8,6,33450000,27850000,28,27
2020,2020-09-03,7,Allianz Parque,0,43600,Palmeiras,Internacional,6,1,30750000,17650000,27.3,26.3
2020,2020-09-27,12,Allianz Parque,0,43600,Palmeiras,Flamengo,5,4,70250000,50500000,27.5,21.6
2020,2020-10-11,15,Allianz Parque,0,43600,Palmeiras,São Paulo,5,3,28350000,31200000,28.7,26.5
2020,2020-11-02,19,Allianz Parque,0,43600,Palmeiras,Atlético-MG,8,4,40250000,42500000,27.4,25.7
2020,2020-11-15,21,Allianz Parque,0,43600,Palmeiras,Fluminense,7,6,53550000,12050000,27.2,28.4
2020,2020-11-28,23,Allianz Parque,0,43600,Palmeiras,Athletico-PR,7,9,49800000,12150000,25.5,25.1
2020,2020-12-12,25,Allianz Parque,0,43600,Palmeiras,EC Bahia,6,13,33200000,11030000,26.6,28.2
2020,2020-12-27,27,Allianz Parque,0,43600,Palmeiras,RB Bragantino,5,13,64200000,20000000,25.4,25.2
2020,2021-01-18,28,Allianz Parque,0,43600,Palmeiras,Corinthians,5,9,33900000,32200000,27.1,29.8
2020,2021-01-16,30,Allianz Parque,0,43600,Palmeiras,Grêmio,5,6,25100000,55350000,27.9,28.2
2020,2021-02-02,33,Allianz Parque,0,43600,Palmeiras,Botafogo,5,20,27950000,6130000,28.1,24
2020,2021-02-14,36,Allianz Parque,0,43600,Palmeiras,Fortaleza,7,15,43550000,7430000,25.5,28.1
2020,2020-08-09,1,Estádio Urbano Caldeira,0,20120,Santos FC,RB Bragantino,8,11,28450000,10700000,27.5,25.2
2020,2020-08-17,3,Estádio Urbano Caldeira,0,20120,Santos FC,Athletico-PR,16,2,28450000,13880000,27.5,26.7
2020,2020-09-28,12,Estádio Urbano Caldeira,0,20120,Santos FC,Fortaleza,7,9,28300000,8050000,24.9,30.9
2020,2020-10-11,15,Estádio Urbano Caldeira,0,20120,Santos FC,Grêmio,7,10,30600000,21950000,26,30
2020,2020-10-15,16,Estádio Urbano Caldeira,0,20120,Santos FC,Atlético-GO,6,14,25200000,8400000,26,24.8
2020,2020-11-14,21,Estádio Urbano Caldeira,0,20120,Santos FC,Internacional,8,2,21200000,23580000,24.6,28.4
2020,2020-12-05,24,Estádio Urbano Caldeira,0,20120,Santos FC,Palmeiras,6,4,36550000,49600000,26.1,27.3
2020,2021-01-24,32,Estádio Urbano Caldeira,0,20120,Santos FC,Goiás EC,9,19,35550000,4830000,25.4,25.3
2020,2021-02-17,33,Estádio Urbano Caldeira,0,20120,Santos FC,Corinthians,10,9,18550000,24300000,25.1,28.5
2020,2021-02-13,36,Estádio Urbano Caldeira,0,20120,Santos FC,Coritiba FC,8,19,35300000,5000000,25.7,26.1
2020,2020-08-30,6,Estádio Jornalista Mário Filho,0,82238,Fluminense,Vasco da Gama,8,2,19580000,17600000,25.8,27.9
2020,2020-09-03,7,Estádio Jornalista Mário Filho,0,82238,Fluminense,Atlético-GO,5,18,20830000,7430000,27.5,24.8
2020,2020-09-13,10,Estádio Jornalista Mário Filho,0,82238,Fluminense,Corinthians,12,15,18000000,29800000,28.2,27.2
2020,2020-09-29,12,Estádio Olímpico Nilton Santos,0,42238,Fluminense,Coritiba FC,11,17,NA,NA,NA,NA
2020,2020-10-11,15,Estádio Jornalista Mário Filho,0,82238,Fluminense,EC Bahia,6,13,11350000,11700000,29.6,29.1
2020,2020-11-30,23,Estádio Jornalista Mário Filho,0,82238,Fluminense,RB Bragantino,6,13,16100000,24050000,26.5,25.6
2020,2021-01-16,30,Estádio Olímpico Nilton Santos,0,46000,Fluminense,Sport Recife,7,15,10550000,6900000,26.9,27.4
2020,2021-01-25,32,Estádio São Januário,0,24500,Fluminense,Botafogo,7,20,11700000,8900000,26,25.7
2020,2021-02-01,33,Estádio Olímpico Nilton Santos,0,46000,Fluminense,Goiás EC,7,18,12400000,5730000,28.4,27.1
2020,2021-02-11,35,Estádio Jornalista Mário Filho,0,82238,Fluminense,Atlético-MG,5,3,11400000,36300000,28.9,27.2
2020,2021-02-26,38,Estádio Jornalista Mário Filho,0,82238,Fluminense,Fortaleza,5,16,11450000,6700000,28.4,30.8
2020,2020-08-14,2,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Fortaleza,1,19,27300000,6780000,28.5,28.9
2020,2020-09-10,9,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,RB Bragantino,2,19,29000000,17200000,26.1,26
2020,2020-08-27,11,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Athletico-PR,4,9,19800000,14050000,27.1,24.5
2020,2020-10-08,14,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Atlético-GO,3,13,27000000,7650000,26.9,26
2020,2020-10-18,17,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Grêmio,4,7,31200000,48100000,26.4,28.8
2020,2020-12-10,18,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Botafogo,4,16,31000000,10850000,27.1,27.1
2020,2020-12-06,24,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Sport Recife,1,16,28100000,5500000,27.9,28
2020,2020-12-17,26,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Atlético-MG,1,3,29800000,28900000,28,26.1
2020,2021-01-10,29,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Santos FC,1,8,29100000,7700000,27.6,24.1
2020,2021-01-23,32,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Coritiba FC,4,18,29100000,5580000,28.6,26.7
2020,2021-02-20,34,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Palmeiras,4,6,33000000,40850000,29.1,29
2020,2021-02-11,35,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Ceará SC,4,12,35300000,7100000,29.4,28
2020,2021-02-25,38,Estádio Cícero Pompeu de Toledo,0,67428,São Paulo,Flamengo,4,1,28300000,79050000,27.2,29
2020,2020-10-01,1,Neo Química Arena,0,49205,Corinthians,Atlético-GO,12,13,27850000,7100000,28.2,26.7
2020,2020-08-27,5,Neo Química Arena,0,49205,Corinthians,Fortaleza,10,15,26250000,7330000,27.8,30.3
2020,2020-10-31,19,Neo Química Arena,0,49205,Corinthians,Internacional,14,1,27400000,27700000,28.1,28.8
2020,2020-11-14,21,Neo Química Arena,0,49205,Corinthians,Atlético-MG,13,3,31100000,45600000,27.3,27.4
2020,2020-11-22,22,Neo Química Arena,0,49205,Corinthians,Grêmio,14,5,29000000,50500000,29.5,27.8
2020,2020-12-13,25,Neo Química Arena,0,49205,Corinthians,São Paulo,11,1,29500000,28100000,29,27.9
2020,2021-01-14,29,Neo Química Arena,0,49205,Corinthians,Fluminense,9,7,32200000,10050000,29.8,28.5
2020,2021-01-22,31,Neo Química Arena,0,49205,Corinthians,Sport Recife,9,15,27400000,7650000,28.9,29
2020,2021-02-21,37,Neo Química Arena,0,49205,Corinthians,Vasco da Gama,10,17,25400000,23150000,28.6,27.9
2020,2020-08-09,1,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Internacional,18,6,6430000,21250000,28.1,27.8
2020,2020-08-30,6,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Sport Recife,20,17,NA,NA,NA,NA
2020,2020-09-20,11,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Vasco da Gama,18,3,NA,NA,NA,NA
2020,2020-10-04,13,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,São Paulo,17,2,NA,NA,NA,NA
2020,2020-10-11,15,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Fortaleza,18,9,NA,NA,NA,NA
2020,2020-10-31,19,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Atlético-GO,19,12,8450000,7950000,29,25.7
2020,2020-12-06,24,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,RB Bragantino,18,15,8650000,16800000,30.6,26.5
2020,2020-12-20,26,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Botafogo,18,20,7500000,8630000,29.6,27.6
2020,2021-01-09,29,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Athletico-PR,20,10,7800000,23300000,28,27.2
2020,2021-01-21,31,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Fluminense,19,7,5850000,10800000,25.2,27.4
2020,2021-02-17,35,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Palmeiras,19,6,6450000,36230000,27.5,25.7
2020,2021-02-20,37,Estádio Major Antônio Couto Pereira,0,37182,Coritiba FC,Ceará SC,19,12,6080000,7250000,26.4,27.1
2020,2020-08-20,4,Arena da Baixada,0,42372,Athletico-PR,Palmeiras,6,13,19450000,33450000,25.3,28
2020,2020-09-09,9,Arena da Baixada,0,42372,Athletico-PR,Botafogo,11,16,13250000,9400000,29.1,26.9
2020,2020-09-12,10,Arena da Baixada,0,42372,Athletico-PR,Coritiba FC,11,18,NA,NA,NA,NA
2020,2020-09-27,12,Arena da Baixada,0,42372,Athletico-PR,EC Bahia,10,16,17800000,14150000,25.8,27.1
2020,2020-10-09,14,Arena da Baixada,0,42372,Athletico-PR,Ceará SC,10,14,18200000,7000000,26.8,31.9
2020,2020-10-15,16,Arena da Baixada,0,42372,Athletico-PR,Corinthians,12,17,20500000,33000000,25.3,26.2
2020,2020-10-25,18,Arena da Baixada,0,42372,Athletico-PR,Grêmio,15,8,20800000,16350000,27.1,27.7
2020,2020-11-21,22,Arena da Baixada,0,42372,Athletico-PR,Santos FC,10,7,19500000,7000000,25.5,24.1
2020,2020-12-27,27,Arena da Baixada,0,42372,Athletico-PR,Vasco da Gama,12,16,21500000,11350000,26.8,28.1
2020,2021-01-17,30,Arena da Baixada,0,42372,Athletico-PR,São Paulo,11,1,20600000,29800000,27.1,28.1
2020,2021-02-05,34,Arena da Baixada,0,42372,Athletico-PR,Internacional,9,1,20300000,24200000,28.9,27.2
2020,2021-02-14,36,Arena da Baixada,0,42372,Athletico-PR,Atlético-GO,11,13,25400000,9750000,27.1,26.3
2020,2021-02-26,38,Arena da Baixada,0,42372,Athletico-PR,Sport Recife,9,14,26050000,7850000,27.2,27.8
2020,2020-08-12,2,Estádio Olímpico Pedro Ludovico Teixeira,0,13000,Atlético-GO,Flamengo,13,16,6230000,66000000,26.2,28.4
2020,2020-08-17,3,Estádio Olímpico Pedro Ludovico Teixeira,0,13500,Atlético-GO,Sport Recife,6,9,6230000,7480000,26.2,27.9
2020,2020-08-30,6,Estádio Antonio Accioly,0,13000,Atlético-GO,Ceará SC,15,19,6230000,5600000,26.3,28.6
2020,2020-09-20,11,Estádio Antonio Accioly,0,13000,Atlético-GO,Atlético-MG,12,2,8250000,31900000,24.9,26.8
2020,2020-10-18,17,Estádio Antonio Accioly,0,13000,Atlético-GO,Athletico-PR,10,14,9600000,21250000,25.4,25.4
2020,2020-11-08,20,Estádio Antonio Accioly,0,13000,Atlético-GO,Corinthians,14,12,5700000,27600000,25.9,28.7
2020,2020-11-29,23,Estádio Antonio Accioly,0,13000,Atlético-GO,Internacional,12,5,7850000,24250000,26,29.2
2020,2020-12-17,26,Estádio Antonio Accioly,0,13000,Atlético-GO,Fluminense,12,7,7350000,19200000,26.1,28.5
2020,2021-01-08,28,Estádio Antonio Accioly,0,13000,Atlético-GO,Vasco da Gama,12,16,7100000,22000000,26.8,28.5
2020,2021-01-10,29,Estádio Antonio Accioly,0,13000,Atlético-GO,EC Bahia,12,17,6400000,6730000,26.3,26
2020,2021-01-24,32,Estádio Antonio Accioly,0,13000,Atlético-GO,Fortaleza,13,15,9050000,7200000,25.3,29
2020,2021-02-07,35,Estádio Antonio Accioly,0,13000,Atlético-GO,Santos FC,13,8,7500000,30200000,25,25.2
2020,2021-02-26,38,Estádio Antonio Accioly,0,13000,Atlético-GO,Coritiba FC,13,19,5730000,2930000,26.6,24.5
2020,2020-08-16,3,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Ceará SC,4,12,18600000,5930000,26.5,29.7
2020,2020-09-04,7,Estádio Raimundo Sampaio,0,23018,Atlético-MG,São Paulo,9,2,20900000,17400000,27.3,25.8
2020,2020-09-13,10,Estádio Raimundo Sampaio,0,23018,Atlético-MG,RB Bragantino,5,19,30500000,17580000,25.9,26.2
2020,2020-09-27,12,Estádio Raimundo Sampaio,0,23018,Atlético-MG,Grêmio,1,8,32600000,42600000,25.9,28.4
2020,2020-10-11,15,Estádio Governador Magalhães Pinto,0,57018,Atlético-MG,Goiás EC,1,20,27800000,9200000,26.5,26.7
2020,2020-10-25,18,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Sport Recife,3,11,31100000,7350000,26.9,29.6
2020,2020-11-08,20,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Flamengo,4,3,32400000,51750000,26.8,27
2020,2020-11-26,23,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Botafogo,2,19,35500000,10330000,26.3,25.9
2020,2020-12-26,27,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Coritiba FC,3,19,42500000,8200000,27.5,28.7
2020,2021-01-27,28,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Santos FC,3,8,30300000,7300000,27.7,24.1
2020,2021-01-17,30,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Atlético-GO,2,12,29800000,6850000,27.8,26.1
2020,2021-01-31,33,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Fortaleza,4,17,31100000,6730000,27.6,28.8
2020,2021-02-13,36,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,EC Bahia,3,16,34200000,6750000,26.9,27.9
2020,2021-02-26,38,Estádio Governador Magalhães Pinto,0,57000,Atlético-MG,Palmeiras,3,7,43000000,18330000,26.1,23.8
2020,2020-08-21,4,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Santos FC,11,9,6930000,24750000,26.9,27
2020,2020-09-07,8,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Goiás EC,15,20,6130000,8130000,27.5,26.5
2020,2020-09-21,11,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Fluminense,15,10,6850000,11600000,28,26.8
2020,2020-09-24,12,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Corinthians,12,14,8500000,23500000,29.7,27.4
2020,2020-11-01,19,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Athletico-PR,13,16,8300000,15400000,28.9,26
2020,2020-11-23,22,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Atlético-GO,11,16,8250000,7600000,29,25.3
2020,2020-12-13,25,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Coritiba FC,16,18,7900000,8300000,27.5,29.9
2020,2020-12-19,26,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Grêmio,15,6,7900000,51050000,27.5,28
2020,2021-01-06,28,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,Fortaleza,15,14,7950000,7000000,28,30.6
2020,2021-01-24,32,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,EC Bahia,17,14,8200000,7250000,28.3,27.4
2020,2021-02-16,36,Estádio Adelmar da Costa Carvalho,0,35000,Sport Recife,RB Bragantino,14,10,6900000,26350000,27.7,25.6
